acc_x,acc_y,acc_z,bvp,eda,hr,temp,label
0.0,0.0,0.0,0.0,0.0,0.0,25.65,0
-0.0052083330228924,-0.1640624850988388,0.0416666641831398,-1.1283332109451294,0.4093134999275207,13.416666030883787,25.65,0
0.000381097808713,-0.3715701103210449,0.1059451252222061,-4.4556097984313965,0.9583926796913148,31.414634704589844,25.65,0
-0.0146906143054366,-0.5420992374420166,0.1618563085794448,-9.668437957763672,1.4359970092773438,47.069766998291016,25.65,0
-0.0150098418816924,-0.6718476414680481,0.223999336361885,-14.141101837158203,1.784435153007507,58.49103164672852,25.65,0
-0.0152259729802608,-0.7432236075401306,0.2605830729007721,-15.97120761871338,2.0203423500061035,66.22370910644531,25.65,0
-0.0486862398684024,-0.7789503931999207,0.3345649540424347,-15.853497505187988,2.175131559371948,71.29745483398438,25.65,0
-0.0759361535310745,-0.8634614944458008,0.2708927392959595,-15.50588321685791,2.275380849838257,74.5834732055664,25.65,0
-0.0990799516439437,-0.9682127833366394,0.2410572320222854,-15.76137351989746,2.3624212741851807,76.70023345947266,25.65,0
-0.0915768817067146,-0.9572158455848694,0.1995021104812622,-16.695411682128906,2.418365716934204,78.0607681274414,25.65,0
-0.0867587551474571,-0.9613471031188964,0.1728173196315765,-18.46285820007324,2.454290866851806,78.93444061279297,25.65,0
-0.0724714547395706,-0.9863879680633544,0.1612852662801742,-21.098360061645508,2.477351665496826,79.4952621459961,25.65,0
-0.0577041320502758,-0.9632766246795654,0.1538838595151901,-24.35538101196289,2.492152214050293,79.8552017211914,25.65,0
-0.0426292084157466,-0.9484444260597228,0.1491338461637497,-28.738454818725582,2.501650810241699,80.0862045288086,25.65,0
-0.0385525487363338,-0.955718994140625,0.1516832411289215,-35.825294494628906,2.507746696472168,80.23445129394531,25.65,0
-0.0415341220796108,-0.954789698123932,0.1533193141222,-46.73230743408203,2.5116586685180664,80.32958221435547,25.65,0
-0.0434475317597389,-0.9541932940483092,0.1487714797258377,-60.42048645019531,2.4760684967041016,80.39063262939453,25.65,0
